county,precinct,office,district,candidate,party,votes,election_day,mail,provisional
Perry,NEW BUFFALO BOROUGH,STATE TREASURER,,ERIN MCCLELLAND,DEM,10,9,0,1
Perry,NEW BUFFALO BOROUGH,STATE TREASURER,,NICKOLAS CIESIELSKI,LIB,1,1,0,0
Perry,NEW BUFFALO BOROUGH,STATE TREASURER,,CHRIS FOSTER,FWD,1,1,0,0
Perry,NEW BUFFALO BOROUGH,STATE TREASURER,,TROY BOWMAN,CST,0,0,0,0
Perry,NEW BUFFALO BOROUGH,STATE TREASURER,,Write-ins,,0,0,0,0
Perry,NEW BUFFALO BOROUGH,STATE TREASURER,,Over Votes,,0,,,
Perry,NEW BUFFALO BOROUGH,STATE TREASURER,,Under Votes,,6,,,
Perry,NEW BUFFALO BOROUGH,U.S. House,13,JOHN JOYCE,REP,37,35,2,0
Perry,NEW BUFFALO BOROUGH,U.S. House,13,BETH FARNHAM,DEM,14,13,0,1
Perry,NEW BUFFALO BOROUGH,U.S. House,13,Write-ins,,0,0,0,0
Perry,NEW BUFFALO BOROUGH,U.S. House,13,Over Votes,,0,,,
Perry,NEW BUFFALO BOROUGH,U.S. House,13,Under Votes,,5,,,
Perry,NEW BUFFALO BOROUGH,State House,86,PERRY A STAMBAUGH,REP,43,40,2,1
Perry,NEW BUFFALO BOROUGH,State House,86,Write-ins,,1,1,0,0
Perry,NEW BUFFALO BOROUGH,State House,86,Over Votes,,0,,,
Perry,NEW BUFFALO BOROUGH,State House,86,Under Votes,,12,,,
Perry,NEWPORT BOROUGH,Registered Voters,,,,878,,,
Perry,NEWPORT BOROUGH,Ballots Cast,,,,671,,,
Perry,NEWPORT BOROUGH,President,,DONALD J TRUMP,REP,440,388,49,3
Perry,NEWPORT BOROUGH,President,,KAMALA D HARRIS,DEM,214,153,60,1
Perry,NEWPORT BOROUGH,President,,JILL STEIN,GRN,7,5,2,0
Perry,NEWPORT BOROUGH,President,,CHASE OLIVER,LIB,6,6,0,0
Perry,NEWPORT BOROUGH,President,,Write-ins,,1,1,0,0
Perry,NEWPORT BOROUGH,President,,Over Votes,,0,,,
Perry,NEWPORT BOROUGH,President,,Under Votes,,3,,,
Perry,NEWPORT BOROUGH,U.S. Senate,,DAVE MCCORMICK,REP,421,370,48,3
Perry,NEWPORT BOROUGH,U.S. Senate,,ROBERT P CASEY JR,DEM,216,157,58,1
Perry,NEWPORT BOROUGH,U.S. Senate,,LEILA HAZOU,GRN,14,11,3,0
Perry,NEWPORT BOROUGH,U.S. Senate,,JOHN C THOMAS,LIB,12,11,1,0
Perry,NEWPORT BOROUGH,U.S. Senate,,MARTY SELKER,CST,4,4,0,0
Perry,NEWPORT BOROUGH,U.S. Senate,,Write-ins,,1,1,0,0
Perry,NEWPORT BOROUGH,U.S. Senate,,Over Votes,,0,,,
Perry,NEWPORT BOROUGH,U.S. Senate,,Under Votes,,3,,,
Perry,NEWPORT BOROUGH,ATTORNEY GENERAL,,DAVE SUNDAY,REP,440,382,55,3
Perry,NEWPORT BOROUGH,ATTORNEY GENERAL,,EUGENE DEPASQUALE,DEM,202,148,53,1
Perry,NEWPORT BOROUGH,ATTORNEY GENERAL,,ROBERT COWBURN,LIB,14,14,0,0
Perry,NEWPORT BOROUGH,ATTORNEY GENERAL,,RICHARD L WEISS,GRN,5,4,1,0
Perry,NEWPORT BOROUGH,ATTORNEY GENERAL,,JUSTIN L MAGILL,CST,4,3,1,0
Perry,NEWPORT BOROUGH,ATTORNEY GENERAL,,ERIC L SETTLE,FWD,1,1,0,0
Perry,NEWPORT BOROUGH,ATTORNEY GENERAL,,Write-ins,,1,1,0,0
Perry,NEWPORT BOROUGH,ATTORNEY GENERAL,,Over Votes,,0,,,
Perry,NEWPORT BOROUGH,ATTORNEY GENERAL,,Under Votes,,4,,,
Perry,NEWPORT BOROUGH,AUDITOR GENERAL,,TIM DEFOOR,REP,457,396,58,3
Perry,NEWPORT BOROUGH,AUDITOR GENERAL,,MALCOLM KENYATTA,DEM,175,128,46,1
Perry,NEWPORT BOROUGH,AUDITOR GENERAL,,REECE SMITH,LIB,13,12,1,0
Perry,NEWPORT BOROUGH,AUDITOR GENERAL,,BOB GOODRICH,CST,9,8,1,0
Perry,NEWPORT BOROUGH,AUDITOR GENERAL,,ERIC K ANTON,ASP,2,2,0,0
Perry,NEWPORT BOROUGH,AUDITOR GENERAL,,Write-ins,,1,1,0,0
Perry,NEWPORT BOROUGH,AUDITOR GENERAL,,Over Votes,,0,,,
Perry,NEWPORT BOROUGH,AUDITOR GENERAL,,Under Votes,,14,,,
Perry,NEWPORT BOROUGH,STATE TREASURER,,STACY GARRITY,REP,476,416,57,3
Perry,NEWPORT BOROUGH,STATE TREASURER,,ERIN MCCLELLAND,DEM,167,117,49,1
Perry,NEWPORT BOROUGH,STATE TREASURER,,NICKOLAS CIESIELSKI,LIB,11,11,0,0
Perry,NEWPORT BOROUGH,STATE TREASURER,,TROY BOWMAN,CST,4,3,1,0
Perry,NEWPORT BOROUGH,STATE TREASURER,,CHRIS FOSTER,FWD,3,2,1,0
Perry,NEWPORT BOROUGH,STATE TREASURER,,Write-ins,,1,1,0,0
Perry,NEWPORT BOROUGH,STATE TREASURER,,Over Votes,,0,,,
Perry,NEWPORT BOROUGH,STATE TREASURER,,Under Votes,,9,,,
Perry,NEWPORT BOROUGH,U.S. House,13,JOHN JOYCE,REP,458,399,56,3
Perry,NEWPORT BOROUGH,U.S. House,13,BETH FARNHAM,DEM,198,146,51,1
Perry,NEWPORT BOROUGH,U.S. House,13,Write-ins,,1,1,0,0
Perry,NEWPORT BOROUGH,U.S. House,13,Over Votes,,0,,,
Perry,NEWPORT BOROUGH,U.S. House,13,Under Votes,,14,,,
Perry,NEWPORT BOROUGH,State House,86,PERRY A STAMBAUGH,REP,542,463,75,4
Perry,NEWPORT BOROUGH,State House,86,Write-ins,,20,16,4,0
Perry,NEWPORT BOROUGH,State House,86,Over Votes,,0,,,
Perry,NEWPORT BOROUGH,State House,86,Under Votes,,109,,,
Perry,OLIVER TOWNSHIP,Registered Voters,,,,1275,,,
Perry,OLIVER TOWNSHIP,Ballots Cast,,,,985,,,
Perry,OLIVER TOWNSHIP,President,,DONALD J TRUMP,REP,678,565,109,4
Perry,OLIVER TOWNSHIP,President,,KAMALA D HARRIS,DEM,293,173,120,0
Perry,OLIVER TOWNSHIP,President,,CHASE OLIVER,LIB,4,4,0,0
Perry,OLIVER TOWNSHIP,President,,JILL STEIN,GRN,4,4,0,0
Perry,OLIVER TOWNSHIP,President,,Write-ins,,3,3,0,0
Perry,OLIVER TOWNSHIP,President,,Over Votes,,0,,,
Perry,OLIVER TOWNSHIP,President,,Under Votes,,3,,,
Perry,OLIVER TOWNSHIP,U.S. Senate,,DAVE MCCORMICK,REP,633,529,101,3
Perry,OLIVER TOWNSHIP,U.S. Senate,,ROBERT P CASEY JR,DEM,309,190,119,0
Perry,OLIVER TOWNSHIP,U.S. Senate,,JOHN C THOMAS,LIB,20,14,5,1
Perry,OLIVER TOWNSHIP,U.S. Senate,,LEILA HAZOU,GRN,9,6,3,0
Perry,OLIVER TOWNSHIP,U.S. Senate,,MARTY SELKER,CST,6,6,0,0
Perry,OLIVER TOWNSHIP,U.S. Senate,,Write-ins,,0,0,0,0
Perry,OLIVER TOWNSHIP,U.S. Senate,,Over Votes,,0,,,
Perry,OLIVER TOWNSHIP,U.S. Senate,,Under Votes,,8,,,
Perry,OLIVER TOWNSHIP,ATTORNEY GENERAL,,DAVE SUNDAY,REP,660,550,106,4
Perry,OLIVER TOWNSHIP,ATTORNEY GENERAL,,EUGENE DEPASQUALE,DEM,286,173,113,0
Perry,OLIVER TOWNSHIP,ATTORNEY GENERAL,,ROBERT COWBURN,LIB,10,8,2,0
Perry,OLIVER TOWNSHIP,ATTORNEY GENERAL,,RICHARD L WEISS,GRN,9,7,2,0
Perry,OLIVER TOWNSHIP,ATTORNEY GENERAL,,JUSTIN L MAGILL,CST,5,4,1,0
Perry,OLIVER TOWNSHIP,ATTORNEY GENERAL,,ERIC L SETTLE,FWD,3,0,3,0
Perry,OLIVER TOWNSHIP,ATTORNEY GENERAL,,Write-ins,,0,0,0,0
Perry,OLIVER TOWNSHIP,ATTORNEY GENERAL,,Over Votes,,0,,,
Perry,OLIVER TOWNSHIP,ATTORNEY GENERAL,,Under Votes,,12,,,
Perry,OLIVER TOWNSHIP,AUDITOR GENERAL,,TIM DEFOOR,REP,684,568,112,4
Perry,OLIVER TOWNSHIP,AUDITOR GENERAL,,MALCOLM KENYATTA,DEM,247,143,104,0
Perry,OLIVER TOWNSHIP,AUDITOR GENERAL,,REECE SMITH,LIB,16,12,4,0
Perry,OLIVER TOWNSHIP,AUDITOR GENERAL,,BOB GOODRICH,CST,12,9,3,0
Perry,OLIVER TOWNSHIP,AUDITOR GENERAL,,ERIC K ANTON,ASP,2,2,0,0
Perry,OLIVER TOWNSHIP,AUDITOR GENERAL,,Write-ins,,1,0,1,0
Perry,OLIVER TOWNSHIP,AUDITOR GENERAL,,Over Votes,,0,,,
Perry,OLIVER TOWNSHIP,AUDITOR GENERAL,,Under Votes,,23,,,
Perry,OLIVER TOWNSHIP,STATE TREASURER,,STACY GARRITY,REP,703,576,124,3
Perry,OLIVER TOWNSHIP,STATE TREASURER,,ERIN MCCLELLAND,DEM,235,138,97,0
Perry,OLIVER TOWNSHIP,STATE TREASURER,,NICKOLAS CIESIELSKI,LIB,13,11,1,1
Perry,OLIVER TOWNSHIP,STATE TREASURER,,TROY BOWMAN,CST,5,5,0,0
Perry,OLIVER TOWNSHIP,STATE TREASURER,,CHRIS FOSTER,FWD,5,4,1,0
Perry,OLIVER TOWNSHIP,STATE TREASURER,,Write-ins,,1,0,1,0
Perry,OLIVER TOWNSHIP,STATE TREASURER,,Over Votes,,0,,,
Perry,OLIVER TOWNSHIP,STATE TREASURER,,Under Votes,,23,,,
Perry,OLIVER TOWNSHIP,U.S. House,13,JOHN JOYCE,REP,675,562,109,4
Perry,OLIVER TOWNSHIP,U.S. House,13,BETH FARNHAM,DEM,281,166,115,0
Perry,OLIVER TOWNSHIP,U.S. House,13,Write-ins,,3,2,1,0
Perry,OLIVER TOWNSHIP,U.S. House,13,Over Votes,,0,,,
Perry,OLIVER TOWNSHIP,U.S. House,13,Under Votes,,26,,,
Perry,OLIVER TOWNSHIP,State House,86,PERRY A STAMBAUGH,REP,821,649,168,4
Perry,OLIVER TOWNSHIP,State House,86,Write-ins,,23,18,5,0
Perry,OLIVER TOWNSHIP,State House,86,Over Votes,,0,,,
Perry,OLIVER TOWNSHIP,State House,86,Under Votes,,141,,,
Perry,PENN TOWNSHIP,Registered Voters,,,,2197,,,
Perry,PENN TOWNSHIP,Ballots Cast,,,,1809,,,
Perry,PENN TOWNSHIP,President,,DONALD J TRUMP,REP,1291,1061,228,2
Perry,PENN TOWNSHIP,President,,KAMALA D HARRIS,DEM,482,275,205,2
Perry,PENN TOWNSHIP,President,,CHASE OLIVER,LIB,13,11,2,0
Perry,PENN TOWNSHIP,President,,Write-ins,,8,6,2,0
Perry,PENN TOWNSHIP,President,,JILL STEIN,GRN,7,6,1,0
Perry,PENN TOWNSHIP,President,,Over Votes,,1,,,
Perry,PENN TOWNSHIP,President,,Under Votes,,7,,,
Perry,PENN TOWNSHIP,U.S. Senate,,DAVE MCCORMICK,REP,1234,1025,207,2
Perry,PENN TOWNSHIP,U.S. Senate,,ROBERT P CASEY JR,DEM,502,286,214,2
Perry,PENN TOWNSHIP,U.S. Senate,,JOHN C THOMAS,LIB,38,27,11,0
Perry,PENN TOWNSHIP,U.S. Senate,,LEILA HAZOU,GRN,12,10,2,0
Perry,PENN TOWNSHIP,U.S. Senate,,MARTY SELKER,CST,9,5,4,0
Perry,PENN TOWNSHIP,U.S. Senate,,Write-ins,,1,1,0,0
Perry,PENN TOWNSHIP,U.S. Senate,,Over Votes,,1,,,
Perry,PENN TOWNSHIP,U.S. Senate,,Under Votes,,12,,,
Perry,PENN TOWNSHIP,ATTORNEY GENERAL,,DAVE SUNDAY,REP,1262,1030,230,2
Perry,PENN TOWNSHIP,ATTORNEY GENERAL,,EUGENE DEPASQUALE,DEM,482,283,197,2
Perry,PENN TOWNSHIP,ATTORNEY GENERAL,,ROBERT COWBURN,LIB,22,21,1,0
Perry,PENN TOWNSHIP,ATTORNEY GENERAL,,JUSTIN L MAGILL,CST,13,10,3,0
Perry,PENN TOWNSHIP,ATTORNEY GENERAL,,RICHARD L WEISS,GRN,9,5,4,0
Perry,PENN TOWNSHIP,ATTORNEY GENERAL,,ERIC L SETTLE,FWD,6,3,3,0
Perry,PENN TOWNSHIP,ATTORNEY GENERAL,,Write-ins,,1,1,0,0
Perry,PENN TOWNSHIP,ATTORNEY GENERAL,,Over Votes,,0,,,
Perry,PENN TOWNSHIP,ATTORNEY GENERAL,,Under Votes,,14,,,
Perry,PENN TOWNSHIP,AUDITOR GENERAL,,TIM DEFOOR,REP,1301,1071,228,2
Perry,PENN TOWNSHIP,AUDITOR GENERAL,,MALCOLM KENYATTA,DEM,419,232,185,2
Perry,PENN TOWNSHIP,AUDITOR GENERAL,,REECE SMITH,LIB,36,27,9,0
Perry,PENN TOWNSHIP,AUDITOR GENERAL,,BOB GOODRICH,CST,18,11,7,0
Perry,PENN TOWNSHIP,AUDITOR GENERAL,,ERIC K ANTON,ASP,7,3,4,0
Perry,PENN TOWNSHIP,AUDITOR GENERAL,,Write-ins,,1,1,0,0
Perry,PENN TOWNSHIP,AUDITOR GENERAL,,Over Votes,,1,,,
Perry,PENN TOWNSHIP,AUDITOR GENERAL,,Under Votes,,26,,,
Perry,PENN TOWNSHIP,STATE TREASURER,,STACY GARRITY,REP,1303,1069,232,2
Perry,PENN TOWNSHIP,STATE TREASURER,,ERIN MCCLELLAND,DEM,417,232,183,2
Perry,PENN TOWNSHIP,STATE TREASURER,,NICKOLAS CIESIELSKI,LIB,32,26,6,0
Perry,PENN TOWNSHIP,STATE TREASURER,,TROY BOWMAN,CST,15,10,5,0
Perry,PENN TOWNSHIP,STATE TREASURER,,CHRIS FOSTER,FWD,11,6,5,0
Perry,PENN TOWNSHIP,STATE TREASURER,,Write-ins,,1,1,0,0
Perry,PENN TOWNSHIP,STATE TREASURER,,Over Votes,,2,,,
Perry,PENN TOWNSHIP,STATE TREASURER,,Under Votes,,28,,,
Perry,PENN TOWNSHIP,U.S. House,13,JOHN JOYCE,REP,1305,1068,235,2
Perry,PENN TOWNSHIP,U.S. House,13,BETH FARNHAM,DEM,471,268,201,2
Perry,PENN TOWNSHIP,U.S. House,13,Write-ins,,2,2,0,0
Perry,PENN TOWNSHIP,U.S. House,13,Over Votes,,1,,,
Perry,PENN TOWNSHIP,U.S. House,13,Under Votes,,30,,,
Perry,PENN TOWNSHIP,State House,86,PERRY A STAMBAUGH,REP,1444,1142,299,3
Perry,PENN TOWNSHIP,State House,86,Write-ins,,61,41,20,0
Perry,PENN TOWNSHIP,State House,86,Over Votes,,0,,,
Perry,PENN TOWNSHIP,State House,86,Under Votes,,304,,,
Perry,RYE TOWNSHIP,Registered Voters,,,,1769,,,
Perry,RYE TOWNSHIP,Ballots Cast,,,,1560,,,
Perry,RYE TOWNSHIP,President,,DONALD J TRUMP,REP,1099,942,155,2
Perry,RYE TOWNSHIP,President,,KAMALA D HARRIS,DEM,423,249,173,1
Perry,RYE TOWNSHIP,President,,CHASE OLIVER,LIB,12,11,1,0
Perry,RYE TOWNSHIP,President,,Write-ins,,11,6,5,0
Perry,RYE TOWNSHIP,President,,JILL STEIN,GRN,9,7,2,0
Perry,RYE TOWNSHIP,President,,Over Votes,,0,,,
Perry,RYE TOWNSHIP,President,,Under Votes,,6,,,
Perry,RYE TOWNSHIP,U.S. Senate,,DAVE MCCORMICK,REP,1086,935,148,3
Perry,RYE TOWNSHIP,U.S. Senate,,ROBERT P CASEY JR,DEM,420,243,177,0
Perry,RYE TOWNSHIP,U.S. Senate,,JOHN C THOMAS,LIB,26,23,3,0
Perry,RYE TOWNSHIP,U.S. Senate,,MARTY SELKER,CST,9,6,3,0
Perry,RYE TOWNSHIP,U.S. Senate,,LEILA HAZOU,GRN,8,6,2,0
Perry,RYE TOWNSHIP,U.S. Senate,,Write-ins,,0,0,0,0
Perry,RYE TOWNSHIP,U.S. Senate,,Over Votes,,0,,,
Perry,RYE TOWNSHIP,U.S. Senate,,Under Votes,,11,,,
Perry,RYE TOWNSHIP,ATTORNEY GENERAL,,DAVE SUNDAY,REP,1127,959,165,3
Perry,RYE TOWNSHIP,ATTORNEY GENERAL,,EUGENE DEPASQUALE,DEM,378,220,158,0
Perry,RYE TOWNSHIP,ATTORNEY GENERAL,,ROBERT COWBURN,LIB,18,15,3,0
Perry,RYE TOWNSHIP,ATTORNEY GENERAL,,RICHARD L WEISS,GRN,14,11,3,0
Perry,RYE TOWNSHIP,ATTORNEY GENERAL,,JUSTIN L MAGILL,CST,10,7,3,0
Perry,RYE TOWNSHIP,ATTORNEY GENERAL,,ERIC L SETTLE,FWD,1,1,0,0
Perry,RYE TOWNSHIP,ATTORNEY GENERAL,,Write-ins,,0,0,0,0
Perry,RYE TOWNSHIP,ATTORNEY GENERAL,,Over Votes,,0,,,
Perry,RYE TOWNSHIP,ATTORNEY GENERAL,,Under Votes,,12,,,
Perry,RYE TOWNSHIP,AUDITOR GENERAL,,TIM DEFOOR,REP,1124,955,166,3
Perry,RYE TOWNSHIP,AUDITOR GENERAL,,MALCOLM KENYATTA,DEM,345,192,153,0
Perry,RYE TOWNSHIP,AUDITOR GENERAL,,REECE SMITH,LIB,31,24,7,0
Perry,RYE TOWNSHIP,AUDITOR GENERAL,,BOB GOODRICH,CST,18,15,3,0
Perry,RYE TOWNSHIP,AUDITOR GENERAL,,ERIC K ANTON,ASP,5,4,1,0
Perry,RYE TOWNSHIP,AUDITOR GENERAL,,Write-ins,,1,1,0,0
Perry,RYE TOWNSHIP,AUDITOR GENERAL,,Over Votes,,0,,,
Perry,RYE TOWNSHIP,AUDITOR GENERAL,,Under Votes,,36,,,
Perry,RYE TOWNSHIP,STATE TREASURER,,STACY GARRITY,REP,1146,977,166,3
Perry,RYE TOWNSHIP,STATE TREASURER,,ERIN MCCLELLAND,DEM,341,184,157,0
Perry,RYE TOWNSHIP,STATE TREASURER,,NICKOLAS CIESIELSKI,LIB,20,17,3,0
Perry,RYE TOWNSHIP,STATE TREASURER,,TROY BOWMAN,CST,10,8,2,0
Perry,RYE TOWNSHIP,STATE TREASURER,,CHRIS FOSTER,FWD,3,2,1,0
Perry,RYE TOWNSHIP,STATE TREASURER,,Write-ins,,1,1,0,0
Perry,RYE TOWNSHIP,STATE TREASURER,,Over Votes,,0,,,
Perry,RYE TOWNSHIP,STATE TREASURER,,Under Votes,,39,,,
Perry,RYE TOWNSHIP,U.S. House,13,JOHN JOYCE,REP,1133,962,168,3
Perry,RYE TOWNSHIP,U.S. House,13,BETH FARNHAM,DEM,391,230,161,0
Perry,RYE TOWNSHIP,U.S. House,13,Write-ins,,0,0,0,0
Perry,RYE TOWNSHIP,U.S. House,13,Over Votes,,0,,,
Perry,RYE TOWNSHIP,U.S. House,13,Under Votes,,36,,,
Perry,RYE TOWNSHIP,State House,86,PERRY A STAMBAUGH,REP,1259,1045,211,3
Perry,RYE TOWNSHIP,State House,86,Write-ins,,38,23,15,0
Perry,RYE TOWNSHIP,State House,86,Over Votes,,0,,,
Perry,RYE TOWNSHIP,State House,86,Under Votes,,263,,,
Perry,SANDY HILL DISTRICT,Registered Voters,,,,499,,,
Perry,SANDY HILL DISTRICT,Ballots Cast,,,,423,,,
Perry,SANDY HILL DISTRICT,President,,DONALD J TRUMP,REP,334,279,55,0
Perry,SANDY HILL DISTRICT,President,,KAMALA D HARRIS,DEM,84,42,39,3
Perry,SANDY HILL DISTRICT,President,,Write-ins,,2,0,2,0
Perry,SANDY HILL DISTRICT,President,,CHASE OLIVER,LIB,1,1,0,0
Perry,SANDY HILL DISTRICT,President,,JILL STEIN,GRN,0,0,0,0
Perry,SANDY HILL DISTRICT,President,,Over Votes,,0,,,
Perry,SANDY HILL DISTRICT,President,,Under Votes,,2,,,
Perry,SANDY HILL DISTRICT,U.S. Senate,,DAVE MCCORMICK,REP,324,271,53,0
Perry,SANDY HILL DISTRICT,U.S. Senate,,ROBERT P CASEY JR,DEM,84,39,42,3
Perry,SANDY HILL DISTRICT,U.S. Senate,,JOHN C THOMAS,LIB,10,9,1,0
Perry,SANDY HILL DISTRICT,U.S. Senate,,LEILA HAZOU,GRN,2,1,1,0
Perry,SANDY HILL DISTRICT,U.S. Senate,,MARTY SELKER,CST,0,0,0,0
Perry,SANDY HILL DISTRICT,U.S. Senate,,Write-ins,,0,0,0,0
Perry,SANDY HILL DISTRICT,U.S. Senate,,Over Votes,,0,,,
Perry,SANDY HILL DISTRICT,U.S. Senate,,Under Votes,,3,,,
Perry,SANDY HILL DISTRICT,ATTORNEY GENERAL,,DAVE SUNDAY,REP,325,269,56,0
Perry,SANDY HILL DISTRICT,ATTORNEY GENERAL,,EUGENE DEPASQUALE,DEM,81,39,39,3
Perry,SANDY HILL DISTRICT,ATTORNEY GENERAL,,ROBERT COWBURN,LIB,7,7,0,0
Perry,SANDY HILL DISTRICT,ATTORNEY GENERAL,,RICHARD L WEISS,GRN,2,1,1,0
Perry,SANDY HILL DISTRICT,ATTORNEY GENERAL,,JUSTIN L MAGILL,CST,2,1,1,0
Perry,SANDY HILL DISTRICT,ATTORNEY GENERAL,,ERIC L SETTLE,FWD,0,0,0,0
Perry,SANDY HILL DISTRICT,ATTORNEY GENERAL,,Write-ins,,0,0,0,0
Perry,SANDY HILL DISTRICT,ATTORNEY GENERAL,,Over Votes,,0,,,
Perry,SANDY HILL DISTRICT,ATTORNEY GENERAL,,Under Votes,,6,,,
Perry,SANDY HILL DISTRICT,AUDITOR GENERAL,,TIM DEFOOR,REP,329,271,58,0
Perry,SANDY HILL DISTRICT,AUDITOR GENERAL,,MALCOLM KENYATTA,DEM,71,32,36,3
Perry,SANDY HILL DISTRICT,AUDITOR GENERAL,,REECE SMITH,LIB,7,7,0,0
Perry,SANDY HILL DISTRICT,AUDITOR GENERAL,,BOB GOODRICH,CST,3,1,2,0
Perry,SANDY HILL DISTRICT,AUDITOR GENERAL,,ERIC K ANTON,ASP,2,2,0,0
Perry,SANDY HILL DISTRICT,AUDITOR GENERAL,,Write-ins,,0,0,0,0
Perry,SANDY HILL DISTRICT,AUDITOR GENERAL,,Over Votes,,0,,,
Perry,SANDY HILL DISTRICT,AUDITOR GENERAL,,Under Votes,,11,,,
Perry,SANDY HILL DISTRICT,STATE TREASURER,,STACY GARRITY,REP,336,278,58,0
Perry,SANDY HILL DISTRICT,STATE TREASURER,,ERIN MCCLELLAND,DEM,67,29,35,3
Perry,SANDY HILL DISTRICT,STATE TREASURER,,NICKOLAS CIESIELSKI,LIB,5,5,0,0
Perry,SANDY HILL DISTRICT,STATE TREASURER,,TROY BOWMAN,CST,4,2,2,0
Perry,SANDY HILL DISTRICT,STATE TREASURER,,CHRIS FOSTER,FWD,2,1,1,0
Perry,SANDY HILL DISTRICT,STATE TREASURER,,Write-ins,,0,0,0,0
Perry,SANDY HILL DISTRICT,STATE TREASURER,,Over Votes,,0,,,
Perry,SANDY HILL DISTRICT,STATE TREASURER,,Under Votes,,9,,,
Perry,SANDY HILL DISTRICT,U.S. House,13,JOHN JOYCE,REP,330,274,56,0
Perry,SANDY HILL DISTRICT,U.S. House,13,BETH FARNHAM,DEM,83,41,39,3
Perry,SANDY HILL DISTRICT,U.S. House,13,Write-ins,,0,0,0,0
Perry,SANDY HILL DISTRICT,U.S. House,13,Over Votes,,0,,,
Perry,SANDY HILL DISTRICT,U.S. House,13,Under Votes,,10,,,
Perry,SANDY HILL DISTRICT,State House,86,PERRY A STAMBAUGH,REP,366,291,75,0
Perry,SANDY HILL DISTRICT,State House,86,Write-ins,,14,6,8,0
Perry,SANDY HILL DISTRICT,State House,86,Over Votes,,0,,,
Perry,SANDY HILL DISTRICT,State House,86,Under Votes,,43,,,
Perry,SAVILLE TOWNSHIP,Registered Voters,,,,1612,,,
Perry,SAVILLE TOWNSHIP,Ballots Cast,,,,1305,,,
Perry,SAVILLE TOWNSHIP,President,,DONALD J TRUMP,REP,1050,883,165,2
Perry,SAVILLE TOWNSHIP,President,,KAMALA D HARRIS,DEM,231,154,77,0
Perry,SAVILLE TOWNSHIP,President,,CHASE OLIVER,LIB,8,7,1,0
Perry,SAVILLE TOWNSHIP,President,,JILL STEIN,GRN,5,4,1,0
Perry,SAVILLE TOWNSHIP,President,,Write-ins,,3,1,2,0
Perry,SAVILLE TOWNSHIP,President,,Over Votes,,0,,,
Perry,SAVILLE TOWNSHIP,President,,Under Votes,,8,,,
Perry,SAVILLE TOWNSHIP,U.S. Senate,,DAVE MCCORMICK,REP,1018,856,160,2
Perry,SAVILLE TOWNSHIP,U.S. Senate,,ROBERT P CASEY JR,DEM,234,154,80,0
Perry,SAVILLE TOWNSHIP,U.S. Senate,,JOHN C THOMAS,LIB,22,18,4,0
Perry,SAVILLE TOWNSHIP,U.S. Senate,,MARTY SELKER,CST,14,12,2,0
Perry,SAVILLE TOWNSHIP,U.S. Senate,,LEILA HAZOU,GRN,8,7,1,0
Perry,SAVILLE TOWNSHIP,U.S. Senate,,Write-ins,,2,2,0,0
Perry,SAVILLE TOWNSHIP,U.S. Senate,,Over Votes,,0,,,
Perry,SAVILLE TOWNSHIP,U.S. Senate,,Under Votes,,7,,,
Perry,SAVILLE TOWNSHIP,ATTORNEY GENERAL,,DAVE SUNDAY,REP,1027,860,165,2
Perry,SAVILLE TOWNSHIP,ATTORNEY GENERAL,,EUGENE DEPASQUALE,DEM,230,152,78,0
Perry,SAVILLE TOWNSHIP,ATTORNEY GENERAL,,ROBERT COWBURN,LIB,17,14,3,0
Perry,SAVILLE TOWNSHIP,ATTORNEY GENERAL,,JUSTIN L MAGILL,CST,10,9,1,0
Perry,SAVILLE TOWNSHIP,ATTORNEY GENERAL,,RICHARD L WEISS,GRN,8,8,0,0
Perry,SAVILLE TOWNSHIP,ATTORNEY GENERAL,,ERIC L SETTLE,FWD,2,2,0,0
Perry,SAVILLE TOWNSHIP,ATTORNEY GENERAL,,Write-ins,,0,0,0,0
Perry,SAVILLE TOWNSHIP,ATTORNEY GENERAL,,Over Votes,,0,,,
Perry,SAVILLE TOWNSHIP,ATTORNEY GENERAL,,Under Votes,,11,,,
Perry,SAVILLE TOWNSHIP,AUDITOR GENERAL,,TIM DEFOOR,REP,1022,857,163,2
Perry,SAVILLE TOWNSHIP,AUDITOR GENERAL,,MALCOLM KENYATTA,DEM,193,124,69,0
Perry,SAVILLE TOWNSHIP,AUDITOR GENERAL,,REECE SMITH,LIB,23,17,6,0
Perry,SAVILLE TOWNSHIP,AUDITOR GENERAL,,BOB GOODRICH,CST,21,18,3,0
Perry,SAVILLE TOWNSHIP,AUDITOR GENERAL,,ERIC K ANTON,ASP,5,4,1,0
Perry,SAVILLE TOWNSHIP,AUDITOR GENERAL,,Write-ins,,1,0,1,0
Perry,SAVILLE TOWNSHIP,AUDITOR GENERAL,,Over Votes,,0,,,
Perry,SAVILLE TOWNSHIP,AUDITOR GENERAL,,Under Votes,,40,,,
Perry,SAVILLE TOWNSHIP,STATE TREASURER,,STACY GARRITY,REP,1028,866,160,2
Perry,SAVILLE TOWNSHIP,STATE TREASURER,,ERIN MCCLELLAND,DEM,202,130,72,0
Perry,SAVILLE TOWNSHIP,STATE TREASURER,,NICKOLAS CIESIELSKI,LIB,17,12,5,0
Perry,SAVILLE TOWNSHIP,STATE TREASURER,,TROY BOWMAN,CST,14,12,2,0
